丢三落四|形容做事马虎粗心，不是丢了这个，就是忘了那个。
一射之地|一箭所能达到的距离，约当一百二十至一百五十步。
贪夫殉利|形容人爱财如命。同“贪夫狥利”。
是非分明|正确与错误非常分明。
放刁撒泼|放：使用；刁：无赖，刁滑；撒泼：蛮不讲理。指使用刁钻狡猾的一套手段。形容极不讲理。
百结愁肠|指愁绪如结无法解开。
流水桃花|形容春日美景。也比喻男女爱情。
益寿延年|指延长寿命，增加岁数。同“延年益寿”。
瑕不掩瑜|瑕：玉上面的斑点，比喻缺点；掩：遮盖；瑜：美玉的光泽，比喻优点。比喻缺点掩盖不了优点，缺点是次要的，优点是主要的。
酸咸苦辣|指各种味道。比喻幸福、痛苦等各种境遇。同“酸甜苦辣”。
安于一隅|隅：角落。安心在某一个角落。形容苟安一角，不求进取。
龙盘凤逸|比喻怀才不遇。
必操胜券|操：持，拿；券：凭证；胜券：胜利的把握。一定有胜利的把握。
倒持泰阿|泰阿：宝剑名。倒拿着剑，把剑柄给别人。比喻把大权交给别人，自己反受其害。
前言往行|指前代圣贤的言行。
雕章绘句|指文章的词句刻意修饰。同“雕章镂句”。
鼠偷狗盗|像鼠狗那样奔窜偷盗。同“鼠窃狗盗”。
茫无边际|辽阔浩渺而无边际。
哑口无声|形容理屈词穷的样子。同“哑口无言”。
心痒难挝|挝：古同“抓”，用指或爪挠。指心中有某种意念或情绪起伏不定，无法克制。同“心痒难挠”。
交能易作|指交换各业的劳动成果而互相获益。
贫困潦倒|生活贫困，精神失意颓丧。
七十二行|泛指各行各业。
胆壮气粗|形容胆大气盛，无所畏惧。
不讳之门|讳：忌讳。指说话可以直言不讳的地方。
一脉同气|指出于同源。指同胞兄弟姐妹的亲密关系。
猫鼠同乳|比喻官吏失职，包庇下属干坏事。也比喻上下狼狈为奸。同“猫鼠同眠”。
命词遣意|运用文词表达思想。同“命辞遣意”。
深扃固钥|把门窗关紧锁严。比喻把事物的真相隐藏起来而不使之外露。
董狐之笔|后人对那些公正不偏，不因为各人的好恶或利害关系，而捏造不实言论的人的称呼。
就正有道|向有学问和有道德的人请求指正。
扣楫中流|犹中流击楫。比喻立志奋发图强。
调三惑四|指挑拨是非。同“调三斡四”。
一得之功|一得：一点心得，一点收获；功：成绩。一点微小的成绩。
柴毁灭性|柴毁：因极度哀痛而骨瘦如柴。旧指因居父母丧过度悲痛而身体消瘦衰弱，危及生命。
毕力同心|犹言齐心协力。
新陈代谢|陈：陈旧的；代：替换；谢：凋谢，衰亡。指生物体不断用新物质代替旧物质的过程。也指新事物不断产生发展，代替旧的事物。
奇货可居|指把少有的货物囤积起来，等待高价出售。也比喻拿某种专长或独占的东西作为资本，等待时机，以捞取名利地位。
千古绝唱|指从来少有的绝妙佳作。
双管齐下|管：指笔。原指手握双笔同时作画。后比喻做一件事两个方面同时进行或两种方法同时使用。
贞元会合|指新旧更迭。
飞书走檄|迅速地书写文件。
高风劲节|形容高尚坚贞的风骨节操。同“高风峻节”。
倒果为因|把结果当成原因，颠倒了因果关系。
金玉良缘|原指符合封建秩序的姻缘。后泛指美好的姻缘。
不近人情|不合乎人的常情。也指性情或言行怪僻。
不足挂齿|不足：不值得；挂齿：放在嘴上讲。表示不值得一提。
淘沙得金|用水选的方法从沙子里取得真金。比喻除去杂质，提取精华。也比喻费力大而成效少。
车载斗量|载：装载。用车载，用斗量。形容数量很多，不足为奇。
惊才绝艳|形容才华惊人，文辞瑰丽。
荆山之玉|荆山：山名，此山产宝玉，据传和氏璧就出自此山。比喻极珍贵的东西。
遥遥相对|远远地对着。多形容两样事物的性质或形状相类似，配得上。
兰薰桂馥|薰、馥：香气。原比喻恩泽长留，历久不衰。后用来称人子肖孙贤。
寡闻少见|听的少，见的少。形容学识浅薄，见闻不广。
流言混话|无根据无道理的言语。
福寿无疆|疆：极限，止境。福分与年寿都无止境。是祝颂之辞。
一十八般兵器|泛指各种兵器。
百无禁忌|百：所有的，不论什么；禁忌：忌讳。什么都不忌讳。
沸反连天|形容人声喧闹，乱成一片。同“沸反盈天”。
刀山火海|比喻极其危险和困难的地方。
慨然允诺|慨然：慷慨、爽快。形容豪不犹豫地答应下来。
梧鼠五技|梧鼠：即“鼯鼠”，为鼣鼠之误；五技：据说鼫鼠有五种技能。比喻技能多而不精，于事无益。
莫之与京|莫：没有什么，没有谁。京：大，高。大得没有什么可与之相比。形容首屈一指，无与伦比。亦作“大莫与京”。
银钩铁画|钩：钩勒；画：笔画。形容书法刚键柔美。
杜门晦迹|晦：隐匿。关上门，隐匿自己的踪迹。指隐居起来，不让别人知道自己的踪迹或动态。
佛是金装|意为佛像的光彩要靠涂金，人样的俊俏要靠衣饰。比喻人内里不足，要靠外表。
黄发鲐背|黄发：老年人头发由白转黄，后常指老年人。鲐背；鲐鱼背上有黑斑，老人背上也有，因常借指老人。指长寿老人，也泛指老年人。亦作“黄发台背”、“黄发骀背”。
连昏达曙|犹言通宵达旦。整整一夜，从天黑到天亮。
抱柱之信|用以表示坚守信约。
嗳声叹气|因伤感、烦闷或痛苦而发出叹息的声音。
饱经世故|指阅历多，积累了丰富的处世经验。
劫后余生|劫：灾难；余生：侥幸保全的生命。经历灾难以后幸存下来的生命。
养尊处优|养：指生活。指生活在有人伺候、条件优裕的环境中。
鼎鼐调和|比喻处理国政。
明察秋毫|明察：看清；秋毫：秋天鸟兽身上新长的细毛。原形容人目光敏锐，任何细小的事物都能看得很清楚。后多形容人能洞察事理。
兵来将敌|指根据具体情况，采取灵活的对付办法。
马前泼水|比喻夫妻离异，无法挽回。
打退堂鼓|原指封建官吏退堂时打鼓。现在比喻跟人共同做事中途退缩。
伺瑕抵隙|指寻衅生事。同“伺瑕导蠙”。
媒妁之言|媒妁：说合婚姻的人。媒人的介绍。
愧悔无地|羞愧懊悔得无地自容。
张眼露睛|指瞪着眼睛说瞎话。
效死勿去|指竭尽忠诚。
枉口嚼舌|比喻肆意胡说。多指造谣生事。同“枉口拔舌”。
密云不雨|密云：满天乌云。满天乌云不下雨。比喻事物正在酝酿，一时还没有发作。
求益反损|为了得到好处，反而招来祸害。
好行小慧|爱耍小聪明。
不晓世务|不知晓当前重要的事态和时代的潮流。现也指待人接物不知趣。
篱牢犬不入|篱笆编得结实，狗就钻不进来。比喻自己品行端正，坏人就无法勾引。
油头滑脸|形容人狡猾轻浮。
赫赫有名|赫赫：显著盛大的样子。声名非常显赫。
破卵倾巢|碎裂鸟卵，倾覆鸟窠。比喻斩草除根，手段残忍。
披露腹心|披露：显露，展示；腹心：真诚的心意。形容以真心示人。
庐山真面|庐山：山名，在江西省九江市南。比喻事物的真相或本来面目。
修短随化|修：长；化：造化，旧指自然界的主宰者，迷信说法指运气、命运。人的寿命长短，随造化而定。
连锁反应|连锁：像锁链似的一环扣一环。比喻相关的事物发生相应的变化。
荆棘丛生|荆棘：荆条蒺藜；丛：聚集成堆。荆蔓蒺藜成群地生长出来。比喻前进道路阻碍很大，困难极多。
铸甲销戈|销熔铁甲兵器。借指结束战争，实现和平。
两两三三|①指三两为群。②形容稀疏。
鬼蜮伎俩|鬼蜮：阴险害人之物；伎俩：花招，手段。比喻用心险恶，暗中伤人的卑劣手段。
教儿婴孩|指对一个人施加教育应该及时及早。
负恩昧良|昧：隐藏；良：良心。辜负恩情，泯灭良心。
莺期燕约|比喻男女私情的约会。
鲁人回日|指力挽危局。同“鲁阳挥戈”。
杯蛇幻影|比喻疑神疑鬼，自相惊扰。同“杯弓蛇影”。
死而不僵|百足：虫名，又名马陆或马蚿，有十二环节，切断后仍能蠕动。比喻势家豪族，虽已衰败，但因势力大，基础厚，...
道高魔重|形容法力高强。
堂上一呼|诺：答应。堂上一声呼唤，阶下齐声答应。多形容旧时豪门权贵威势烜赫，侍从和奉承的人很多。
事捷功倍|事情易办而功效很大。
名我固当|叫我这个名字实在很恰当。
吊胆惊心|犹言吊胆提心。
锦片前程|形容十分美好的前途。
左支右吾|原谓左右抵拒，引申谓多方面穷于应付。
踵迹相接|谓脚迹相连。形容人数众多，接连不断。同“踵趾相接”。
诚惶诚恐|诚：实在，的确；惶：害怕；恐：畏惧。非常小心谨慎以至达到害怕不安的程度。
千生万死|指历尽艰险。
山砠水厓|石山和水滨。泛指荒僻的处所。
操纵自如|掌握运用或驾驭得心应手，毫无阻碍。
释回增美|指去除邪僻，增加美善。回，指邪僻。
援古刺今|引述故事古义以讽刺今事。
盖棺定论|指一个人的是非功过到死后才能做出结论。同“盖棺论定”。
魂飞胆丧|形容惊恐万分，极端害怕。同“魂飞魄散”。
不可向迩|迩：近。不可接近。
吃惊受怕|受惊骇。
祸盈恶稔|犹言罪恶累累。稔，喻积久。
遗害无穷|留下无穷的祸患。
文圆质方|指外表随和而内心方正。
神竦心惕|肃敬的样子。
改玉改行|指死者身份改变，安葬礼数也应变更。后指改变制度或改朝换代。同“改步改玉”。
全国一盘棋|指全国各部门在中央统一领导下，全面安排，互相协作。
雄姿英发|姿容威武雄壮。
视同路人|路人：过路人，指素不相识的人。看做路上遇到的陌生人。指与亲人或熟人非常疏远。
形槁心灰|槁：枯干。形容身体消瘦不堪，心境极为冷漠，毫无生气。
妒能害贤|贤、能：有德有才的人；害：陷害。嫉妒有才能的人，陷害贤明的人。指容不下才能、品德比自己高的人。
舍策追羊|放下手中书本去寻找丢失的羊。比喻发生错误以后，设法补救。
送眼流眉|犹言眉来眼去。指男女以眉目传情。
床上叠床|比喻多余和重复。同“床上施床”。
气义相投|指志趣、情谊互相投合。
蹉跎岁月|蹉跎：时光白白过去。把时光白白地耽误过去。指虚度光阴。
千古绝调|犹千古绝唱。指从来少有的绝妙佳作。
道远知骥|骥：千里马。路途遥远才可以辨别良马。比喻经过长久的锻练，才能看出人的优劣。
命薄缘悭|指命运坏，缘分浅。
肉薄骨并|肉和肉相迫，骨和骨相并。形容战斗的激烈。
卖笑追欢|指娼妓取媚于人的营生。
从风而服|从：顺从；服：服从。象顺风倒下一样就迅速服从了。
胆大包天|包：包容。形容胆子极大。
习俗移性|风俗习惯可以改变人的习性。
服低做小|形容低声下气，巴结奉承。
驿寄梅花|请邮差寄送梅花。比喻向远方友人表达思念之情。
软红十丈|形容都市的繁华。
人事不知|指昏迷不醒，失去知觉。同“人事不省”。
天上人间|一个在天上，一个在人间。多比喻境遇完全不同。
